Entry	Entry Name	Protein names	Organism	EC number	UniRef90	Species	Enzyme
A0A2N5NL18	A0A2N5NL18_MEDGN	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.5.1.54	UniRef90_A0A829NQZ3	Ruminococcus_gnavus	aroF_G_H
A7B5J7	A7B5J7_MEDG7	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Mediterraneibacter gnavus (strain ATCC 29149 / DSM 114966 / JCM 6515 / VPI C7-9) (Ruminococcus gnavus)	2.5.1.54	UniRef90_A0A829NQZ3	Ruminococcus_gnavus	aroF_G_H
A0AAW6DBC7	A0AAW6DBC7_MEDGN	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.5.1.54	UniRef90_A0A2N5PJE2	Ruminococcus_gnavus	aroF_G_H
A0A2N5P4B8	A0A2N5P4B8_MEDGN	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.5.1.54	UniRef90_A0A2N5PJE2	Ruminococcus_gnavus	aroF_G_H
A0A9Q4I2T4	A0A9Q4I2T4_MEDGN	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.5.1.54	UniRef90_A0A2N5PJE2	Ruminococcus_gnavus	aroF_G_H
A0A2N5PJE2	A0A2N5PJE2_MEDGN	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.5.1.54	UniRef90_A0A2N5PJE2	Ruminococcus_gnavus	aroF_G_H
A0A414SBX0	A0A414SBX0_MEDGN	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.5.1.54	UniRef90_A0A414SBX0	Ruminococcus_gnavus	aroF_G_H
A0A6N3EDP8	A0A6N3EDP8_MEDGN	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.5.1.54	UniRef90_A0A2N5PJE2	Ruminococcus_gnavus	aroF_G_H
A0A414S789	A0A414S789_MEDGN	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.5.1.54	UniRef90_A0A414S789	Ruminococcus_gnavus	aroF_G_H
A0A414US37	A0A414US37_MEDGN	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.5.1.54	UniRef90_A0A414S789	Ruminococcus_gnavus	aroF_G_H
A7B7R6	A7B7R6_MEDG7	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54)	Mediterraneibacter gnavus (strain ATCC 29149 / DSM 114966 / JCM 6515 / VPI C7-9) (Ruminococcus gnavus)	2.5.1.54	UniRef90_A0A2N5PJE2	Ruminococcus_gnavus	aroF_G_H
A0A2N5PNG6	A0A2N5PNG6_MEDGN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.3.4	UniRef90_A0A2N5PNG6	Ruminococcus_gnavus	aroB
A0A2N5PX99	A0A2N5PX99_MEDGN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.3.4	UniRef90_A0A2N5PNG6	Ruminococcus_gnavus	aroB
A0A9Q4HXQ7	A0A9Q4HXQ7_MEDGN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.3.4	UniRef90_A0A829NMF2	Ruminococcus_gnavus	aroB
A0A2N5PJH5	A0A2N5PJH5_MEDGN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.3.4	UniRef90_A0A2N5PNG6	Ruminococcus_gnavus	aroB
A0A6N3EES5	A0A6N3EES5_MEDGN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.3.4	UniRef90_A0A2N5PNG6	Ruminococcus_gnavus	aroB
A0A2N5NI78	A0A2N5NI78_MEDGN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.3.4	UniRef90_A0A829NMF2	Ruminococcus_gnavus	aroB
A0A2N5NN36	A0A2N5NN36_MEDGN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.3.4	UniRef90_A0A2N5PNG6	Ruminococcus_gnavus	aroB
A0A415SD16	A0A415SD16_MEDGN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.3.4	UniRef90_A0A829NMF2	Ruminococcus_gnavus	aroB
A0A9X3KAW2	A0A9X3KAW2_MEDGN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.3.4	UniRef90_A0A2N5PNG6	Ruminococcus_gnavus	aroB
A7B7R7	A7B7R7_MEDG7	3-dehydroquinate synthase (EC 4.2.3.4)	Mediterraneibacter gnavus (strain ATCC 29149 / DSM 114966 / JCM 6515 / VPI C7-9) (Ruminococcus gnavus)	4.2.3.4	UniRef90_A0A829NMF2	Ruminococcus_gnavus	aroB
A0A9X3HCV8	A0A9X3HCV8_MEDGN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.1.10	UniRef90_A7B8M0	Ruminococcus_gnavus	aroD
A0AB36DJ20	A0AB36DJ20_MEDGN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.1.10	UniRef90_A7B8M0	Ruminococcus_gnavus	aroD
A0A2N5NZD0	A0A2N5NZD0_MEDGN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.1.10	UniRef90_A0A829NWQ8	Ruminococcus_gnavus	aroD
A0A2N5Q0I7	A0A2N5Q0I7_MEDGN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.1.10	UniRef90_A0A829NWQ8	Ruminococcus_gnavus	aroD
A0A414SQL5	A0A414SQL5_MEDGN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.1.10	UniRef90_A0A829NWQ8	Ruminococcus_gnavus	aroD
A0A2N5NKF2	A0A2N5NKF2_MEDGN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.1.10	UniRef90_A7B8M0	Ruminococcus_gnavus	aroD
A0A3E4K2N0	A0A3E4K2N0_MEDGN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.1.10	UniRef90_A7B8M0	Ruminococcus_gnavus	aroD
A0A2N5PDV6	A0A2N5PDV6_MEDGN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.1.10	UniRef90_A0A829NWQ8	Ruminococcus_gnavus	aroD
A0A2N5PTI4	A0A2N5PTI4_MEDGN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.1.10	UniRef90_A7B8M0	Ruminococcus_gnavus	aroD
A0A8B3BZZ5	A0A8B3BZZ5_MEDGN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.1.10	UniRef90_A7B8M0	Ruminococcus_gnavus	aroD
A7B8M0	A7B8M0_MEDG7	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Mediterraneibacter gnavus (strain ATCC 29149 / DSM 114966 / JCM 6515 / VPI C7-9) (Ruminococcus gnavus)	4.2.1.10	UniRef90_A7B8M0	Ruminococcus_gnavus	aroD
A0A2N5P944	A0A2N5P944_MEDGN	3-dehydroquinate dehydratase (EC 4.2.1.10)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.1.10	UniRef90_A0A2N5P944	Ruminococcus_gnavus	aroD
A0A2N5NN62	A0A2N5NN62_MEDGN	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Mediterraneibacter gnavus (Ruminococcus gnavus)	1.1.1.25	UniRef90_A0A829NST3	Ruminococcus_gnavus	aroE
A0A2N5NPC3	A0A2N5NPC3_MEDGN	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Mediterraneibacter gnavus (Ruminococcus gnavus)	1.1.1.25	UniRef90_A0A415SCA0	Ruminococcus_gnavus	aroE
A0A2N5PN88	A0A2N5PN88_MEDGN	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Mediterraneibacter gnavus (Ruminococcus gnavus)	1.1.1.25	UniRef90_A0A829NST3	Ruminococcus_gnavus	aroE
A0A3E4K9H9	A0A3E4K9H9_MEDGN	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Mediterraneibacter gnavus (Ruminococcus gnavus)	1.1.1.25	UniRef90_A0A829NST3	Ruminococcus_gnavus	aroE
A0A9Q4I030	A0A9Q4I030_MEDGN	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Mediterraneibacter gnavus (Ruminococcus gnavus)	1.1.1.25	UniRef90_A0A829NST3	Ruminococcus_gnavus	aroE
A0AAJ3F5S1	A0AAJ3F5S1_MEDGN	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Mediterraneibacter gnavus (Ruminococcus gnavus)	1.1.1.25	UniRef90_A0A415SCA0	Ruminococcus_gnavus	aroE
A0A2N5PJD7	A0A2N5PJD7_MEDGN	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Mediterraneibacter gnavus (Ruminococcus gnavus)	1.1.1.25	UniRef90_A0A829NST3	Ruminococcus_gnavus	aroE
A0A415SD88	A0A415SD88_MEDGN	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Mediterraneibacter gnavus (Ruminococcus gnavus)	1.1.1.25	UniRef90_A0A829NST3	Ruminococcus_gnavus	aroE
A0A3E4K7D4	A0A3E4K7D4_MEDGN	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Mediterraneibacter gnavus (Ruminococcus gnavus)	1.1.1.25	UniRef90_A0A415SCA0	Ruminococcus_gnavus	aroE
A0A3E4VEP8	A0A3E4VEP8_MEDGN	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Mediterraneibacter gnavus (Ruminococcus gnavus)	1.1.1.25	UniRef90_A0A415SCA0	Ruminococcus_gnavus	aroE
A0A6N3E8J4	A0A6N3E8J4_MEDGN	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Mediterraneibacter gnavus (Ruminococcus gnavus)	1.1.1.25	UniRef90_A0A829NST3	Ruminococcus_gnavus	aroE
A0A2N5NI29	A0A2N5NI29_MEDGN	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Mediterraneibacter gnavus (Ruminococcus gnavus)	1.1.1.25	UniRef90_A0A829NST3	Ruminococcus_gnavus	aroE
A0A2N5PXA4	A0A2N5PXA4_MEDGN	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Mediterraneibacter gnavus (Ruminococcus gnavus)	1.1.1.25	UniRef90_A0A829NST3	Ruminococcus_gnavus	aroE
A0A415SCA0	A0A415SCA0_MEDGN	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Mediterraneibacter gnavus (Ruminococcus gnavus)	1.1.1.25	UniRef90_A0A415SCA0	Ruminococcus_gnavus	aroE
A7B4T0	A7B4T0_MEDG7	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Mediterraneibacter gnavus (strain ATCC 29149 / DSM 114966 / JCM 6515 / VPI C7-9) (Ruminococcus gnavus)	1.1.1.25	UniRef90_A0A415SCA0	Ruminococcus_gnavus	aroE
A7B7R8	A7B7R8_MEDG7	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Mediterraneibacter gnavus (strain ATCC 29149 / DSM 114966 / JCM 6515 / VPI C7-9) (Ruminococcus gnavus)	1.1.1.25	UniRef90_A0A829NST3	Ruminococcus_gnavus	aroE
A0A6N3F838	A0A6N3F838_MEDGN	Shikimate dehydrogenase (EC 1.1.1.25)	Mediterraneibacter gnavus (Ruminococcus gnavus)	1.1.1.25	UniRef90_A0A415SCA0	Ruminococcus_gnavus	aroE
A0A6N3F7U4	A0A6N3F7U4_MEDGN	Shikimate dehydrogenase (EC 1.1.1.25)	Mediterraneibacter gnavus (Ruminococcus gnavus)	1.1.1.25	UniRef90_A0A829NJD3	Ruminococcus_gnavus	aroE
A0A2N5NG21	A0A2N5NG21_MEDGN	Shikimate kinase (SK) (EC 2.7.1.71)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.7.1.71	UniRef90_A0A829NHW0	Ruminococcus_gnavus	aroK_L
A0A415S8R5	A0A415S8R5_MEDGN	Shikimate kinase (SK) (EC 2.7.1.71)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.7.1.71	UniRef90_A0A415S8R5	Ruminococcus_gnavus	aroK_L
A0A2N5NHD5	A0A2N5NHD5_MEDGN	Shikimate kinase (SK) (EC 2.7.1.71)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.7.1.71	UniRef90_A0A415S8R5	Ruminococcus_gnavus	aroK_L
A0AAJ1EQ53	A0AAJ1EQ53_MEDGN	Shikimate kinase (SK) (EC 2.7.1.71)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.7.1.71	UniRef90_A0A415S8R5	Ruminococcus_gnavus	aroK_L
A0A2N5PCC6	A0A2N5PCC6_MEDGN	Shikimate kinase (SK) (EC 2.7.1.71)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.7.1.71	UniRef90_A0A829NHW0	Ruminococcus_gnavus	aroK_L
A0A2N5Q056	A0A2N5Q056_MEDGN	Shikimate kinase (SK) (EC 2.7.1.71)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.7.1.71	UniRef90_A0A829NHW0	Ruminococcus_gnavus	aroK_L
A0A2N5Q1M8	A0A2N5Q1M8_MEDGN	Shikimate kinase (SK) (EC 2.7.1.71)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.7.1.71	UniRef90_A0A415S8R5	Ruminococcus_gnavus	aroK_L
A0AAW6DGQ7	A0AAW6DGQ7_MEDGN	Shikimate kinase (SK) (EC 2.7.1.71)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.7.1.71	UniRef90_A0A415S8R5	Ruminococcus_gnavus	aroK_L
A0A2N5NV88	A0A2N5NV88_MEDGN	Shikimate kinase (SK) (EC 2.7.1.71)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.7.1.71	UniRef90_A0A415S8R5	Ruminococcus_gnavus	aroK_L
A0A2N5P4A1	A0A2N5P4A1_MEDGN	Shikimate kinase (SK) (EC 2.7.1.71)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.7.1.71	UniRef90_A0A415S8R5	Ruminococcus_gnavus	aroK_L
A0A2N5PF20	A0A2N5PF20_MEDGN	Shikimate kinase (SK) (EC 2.7.1.71)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.7.1.71	UniRef90_A0A829NHW0	Ruminococcus_gnavus	aroK_L
A0A2N5PL94	A0A2N5PL94_MEDGN	Shikimate kinase (SK) (EC 2.7.1.71)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.7.1.71	UniRef90_A0A829NHW0	Ruminococcus_gnavus	aroK_L
A7B3H2	A7B3H2_MEDG7	Shikimate kinase (SK) (EC 2.7.1.71)	Mediterraneibacter gnavus (strain ATCC 29149 / DSM 114966 / JCM 6515 / VPI C7-9) (Ruminococcus gnavus)	2.7.1.71	UniRef90_A0A415S8R5	Ruminococcus_gnavus	aroK_L
A7B5E0	A7B5E0_MEDG7	Shikimate kinase (SK) (EC 2.7.1.71)	Mediterraneibacter gnavus (strain ATCC 29149 / DSM 114966 / JCM 6515 / VPI C7-9) (Ruminococcus gnavus)	2.7.1.71	UniRef90_A0A829NHW0	Ruminococcus_gnavus	aroK_L
A0A2N5PI95	A0A2N5PI95_MEDGN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.5.1.19	UniRef90_A0A6N3DK55	Ruminococcus_gnavus	aroA
A0A415S7N2	A0A415S7N2_MEDGN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.5.1.19	UniRef90_A0A6N3DK55	Ruminococcus_gnavus	aroA
A0A2N5NV38	A0A2N5NV38_MEDGN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.5.1.19	UniRef90_A0A6N3DK55	Ruminococcus_gnavus	aroA
A0A2N5PLU0	A0A2N5PLU0_MEDGN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.5.1.19	UniRef90_A0A6N3DK55	Ruminococcus_gnavus	aroA
A0A6N3DK55	A0A6N3DK55_MEDGN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.5.1.19	UniRef90_A0A6N3DK55	Ruminococcus_gnavus	aroA
A0AAJ3KLD4	A0AAJ3KLD4_MEDGN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.5.1.19	UniRef90_A0A6N3DK55	Ruminococcus_gnavus	aroA
A0AAW6DC15	A0AAW6DC15_MEDGN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.5.1.19	UniRef90_A0A6N3DK55	Ruminococcus_gnavus	aroA
A0A8B3C1I4	A0A8B3C1I4_MEDGN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.5.1.19	UniRef90_A0A6N3DK55	Ruminococcus_gnavus	aroA
A0A2N5Q2R1	A0A2N5Q2R1_MEDGN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.5.1.19	UniRef90_A0A6N3DK55	Ruminococcus_gnavus	aroA
A0A414UZL2	A0A414UZL2_MEDGN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.5.1.19	UniRef90_A0A6N3DK55	Ruminococcus_gnavus	aroA
A0AAJ1ATU4	A0AAJ1ATU4_MEDGN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.5.1.19	UniRef90_A0A6N3DK55	Ruminococcus_gnavus	aroA
A0A412NKL6	A0A412NKL6_MEDGN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.5.1.19	UniRef90_A0A6N3DK55	Ruminococcus_gnavus	aroA
A0A9Q4EYK4	A0A9Q4EYK4_MEDGN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.5.1.19	UniRef90_A0A6N3DK55	Ruminococcus_gnavus	aroA
A0A9Q6F5L3	A0A9Q6F5L3_MEDGN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.5.1.19	UniRef90_A0A6N3DK55	Ruminococcus_gnavus	aroA
A0AAJ3F6W4	A0AAJ3F6W4_MEDGN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.5.1.19	UniRef90_A0A6N3DK55	Ruminococcus_gnavus	aroA
A7B6T5	A7B6T5_MEDG7	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Mediterraneibacter gnavus (strain ATCC 29149 / DSM 114966 / JCM 6515 / VPI C7-9) (Ruminococcus gnavus)	2.5.1.19	UniRef90_A0A6N3DK55	Ruminococcus_gnavus	aroA
A0A2N5PET4	A0A2N5PET4_MEDGN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.3.5	UniRef90_A0A2N5Q1F0	Ruminococcus_gnavus	aroC
A0A6N3F0I6	A0A6N3F0I6_MEDGN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.3.5	UniRef90_A7AZ80	Ruminococcus_gnavus	aroC
A0A3E4VC17	A0A3E4VC17_MEDGN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.3.5	UniRef90_A7AZ80	Ruminococcus_gnavus	aroC
A0A2N5NTI7	A0A2N5NTI7_MEDGN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.3.5	UniRef90_A7AZ80	Ruminococcus_gnavus	aroC
A0A2N5Q1F0	A0A2N5Q1F0_MEDGN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.3.5	UniRef90_A0A2N5Q1F0	Ruminococcus_gnavus	aroC
A0A6N3C955	A0A6N3C955_MEDGN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.3.5	UniRef90_A0A2N5Q1F0	Ruminococcus_gnavus	aroC
A0A9X3KB74	A0A9X3KB74_MEDGN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.3.5	UniRef90_A0A2N5Q1F0	Ruminococcus_gnavus	aroC
A0A2N5P6U3	A0A2N5P6U3_MEDGN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.3.5	UniRef90_A7AZ80	Ruminococcus_gnavus	aroC
A7AZ80	A7AZ80_MEDG7	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Mediterraneibacter gnavus (strain ATCC 29149 / DSM 114966 / JCM 6515 / VPI C7-9) (Ruminococcus gnavus)	4.2.3.5	UniRef90_A7AZ80	Ruminococcus_gnavus	aroC
A0AAJ1EQQ3	A0AAJ1EQQ3_MEDGN	chorismate synthase (EC 4.2.3.5)	Mediterraneibacter gnavus (Ruminococcus gnavus)	4.2.3.5	UniRef90_B0N6H6	Ruminococcus_gnavus	aroC
A0A176U8A5	A0A176U8A5_9FIRM	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Clostridiales bacterium KLE1615	2.5.1.54	UniRef90_A0A1C6IJJ7	Clostridiales_bacterium_KLE1615	aroF_G_H
A0A176U3G0	A0A176U3G0_9FIRM	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Clostridiales bacterium KLE1615	2.5.1.54	UniRef90_A0A1C6EEK3	Clostridiales_bacterium_KLE1615	aroF_G_H
A0A176U0X9	A0A176U0X9_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Clostridiales bacterium KLE1615	4.2.3.4	UniRef90_A0A176U0X9	Clostridiales_bacterium_KLE1615	aroB
A0A176U386	A0A176U386_9FIRM	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Clostridiales bacterium KLE1615	4.2.1.10	UniRef90_A0A416MGS0	Clostridiales_bacterium_KLE1615	aroD
A0A176UB79	A0A176UB79_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Clostridiales bacterium KLE1615	1.1.1.25	UniRef90_A0A176UB79	Clostridiales_bacterium_KLE1615	aroE
A0A176U9M6	A0A176U9M6_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Clostridiales bacterium KLE1615	2.7.1.71	UniRef90_A0A176U9M6	Clostridiales_bacterium_KLE1615	aroK_L
