Entry	Entry Name	Protein names	Organism	EC number	UniRef90	Species
A0A7K1T827	A0A7K1T827_9ACTN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Adlercreutzia equolifaciens	4.2.3.4	UniRef90_A0A6F8SM08	Adlercreutzia_equolifaciens
A0A6L8Q4L8	A0A6L8Q4L8_9ACTN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Adlercreutzia equolifaciens	4.2.3.4	UniRef90_A0A6F8SM08	Adlercreutzia_equolifaciens
A0A369NXI7	A0A369NXI7_9ACTN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Adlercreutzia equolifaciens subsp. celatus	4.2.3.4	UniRef90_A0A6F8SM08	Adlercreutzia_equolifaciens
A0A3N0AQY0	A0A3N0AQY0_9ACTN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Adlercreutzia equolifaciens subsp. celatus DSM 18785	4.2.3.4	UniRef90_A0A6F8SM08	Adlercreutzia_equolifaciens
A0A6L8Q2U2	A0A6L8Q2U2_9ACTN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Adlercreutzia equolifaciens	4.2.1.10	UniRef90_A0A6F8SMQ5	Adlercreutzia_equolifaciens
A0A7K1T828	A0A7K1T828_9ACTN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Adlercreutzia equolifaciens	4.2.1.10	UniRef90_A0A6F8SMQ5	Adlercreutzia_equolifaciens
A0A369NXI4	A0A369NXI4_9ACTN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Adlercreutzia equolifaciens subsp. celatus	4.2.1.10	UniRef90_A0A6F8SMQ5	Adlercreutzia_equolifaciens
A0A3N0ARD6	A0A3N0ARD6_9ACTN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Adlercreutzia equolifaciens subsp. celatus DSM 18785	4.2.1.10	UniRef90_A0A6F8SMQ5	Adlercreutzia_equolifaciens
A0A3E2ESW3	A0A3E2ESW3_9ACTN	Shikimate kinase (SK) (EC 2.7.1.71)	Adlercreutzia equolifaciens	2.7.1.71	UniRef90_R9KVQ4	Adlercreutzia_equolifaciens
A0A369P4M7	A0A369P4M7_9ACTN	Shikimate kinase (SK) (EC 2.7.1.71)	Adlercreutzia equolifaciens subsp. celatus	2.7.1.71	UniRef90_R9KVQ4	Adlercreutzia_equolifaciens
A0A3N0AVF2	A0A3N0AVF2_9ACTN	Shikimate kinase (SK) (EC 2.7.1.71)	Adlercreutzia equolifaciens subsp. celatus DSM 18785	2.7.1.71	UniRef90_R9KVQ4	Adlercreutzia_equolifaciens
A0A6L8Q2X9	A0A6L8Q2X9_9ACTN	Shikimate kinase (SK) (EC 2.7.1.71)	Adlercreutzia equolifaciens	2.7.1.71	UniRef90_R9L505	Adlercreutzia_equolifaciens
A0A7K1T823	A0A7K1T823_9ACTN	Shikimate kinase (SK) (EC 2.7.1.71)	Adlercreutzia equolifaciens	2.7.1.71	UniRef90_R9L505	Adlercreutzia_equolifaciens
A0A369NXU6	A0A369NXU6_9ACTN	Shikimate kinase (SK) (EC 2.7.1.71)	Adlercreutzia equolifaciens subsp. celatus	2.7.1.71	UniRef90_R9L505	Adlercreutzia_equolifaciens
A0A3N0AQM4	A0A3N0AQM4_9ACTN	Shikimate kinase (SK) (EC 2.7.1.71)	Adlercreutzia equolifaciens subsp. celatus DSM 18785	2.7.1.71	UniRef90_R9L505	Adlercreutzia_equolifaciens
A0A6L8Q2P7	A0A6L8Q2P7_9ACTN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Adlercreutzia equolifaciens	2.5.1.19	UniRef90_A0A3N0AWL2	Adlercreutzia_equolifaciens
A0A369NVI8	A0A369NVI8_9ACTN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Adlercreutzia equolifaciens subsp. celatus	2.5.1.19	UniRef90_A0A3N0AWL2	Adlercreutzia_equolifaciens
A0A3N0AWL2	A0A3N0AWL2_9ACTN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Adlercreutzia equolifaciens subsp. celatus DSM 18785	2.5.1.19	UniRef90_A0A3N0AWL2	Adlercreutzia_equolifaciens
A0A6L8Q2U6	A0A6L8Q2U6_9ACTN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Adlercreutzia equolifaciens	4.2.3.5	UniRef90_A0A6F8SN46	Adlercreutzia_equolifaciens
A0A7K1T851	A0A7K1T851_9ACTN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Adlercreutzia equolifaciens	4.2.3.5	UniRef90_A0A6F8SN46	Adlercreutzia_equolifaciens
A0A369P094	A0A369P094_9ACTN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Adlercreutzia equolifaciens subsp. celatus	4.2.3.5	UniRef90_A0A6F8SN46	Adlercreutzia_equolifaciens
A0A3N0AQG7	A0A3N0AQG7_9ACTN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Adlercreutzia equolifaciens subsp. celatus DSM 18785	4.2.3.5	UniRef90_A0A6F8SN46	Adlercreutzia_equolifaciens
A0A5B3GDU6	A0A5B3GDU6_9BACT	3-deoxy-7-phosphoheptulonate synthase	Alistipes shahii		UniRef90_D4IKU2	Alistipes_shahii
D4IKU2	D4IKU2_9BACT	Chorismate mutase (EC 2.5.1.54, EC 5.4.99.5)	Alistipes shahii WAL 8301	2.5.1.54; 5.4.99.5	UniRef90_D4IKU2	Alistipes_shahii
A0A5B3G8G1	A0A5B3G8G1_9BACT	3-dehydroquinate synthase (EC 4.2.3.4)	Alistipes shahii	4.2.3.4	UniRef90_A0A373ZYE9	Alistipes_shahii
A0A5B3GLR7	A0A5B3GLR7_9BACT	3-dehydroquinate synthase (EC 4.2.3.4)	Alistipes shahii	4.2.3.4	UniRef90_A0A373ZYE9	Alistipes_shahii
D4IN31	D4IN31_9BACT	3-dehydroquinate synthetase	Alistipes shahii WAL 8301		UniRef90_A0A373ZYE9	Alistipes_shahii
A0A5B3GUE0	A0A5B3GUE0_9BACT	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Alistipes shahii	4.2.1.10	UniRef90_D4ILP4	Alistipes_shahii
D4ILP4	D4ILP4_9BACT	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Alistipes shahii WAL 8301	4.2.1.10	UniRef90_D4ILP4	Alistipes_shahii
A0A5B3GA73	A0A5B3GA73_9BACT	Shikimate dehydrogenase	Alistipes shahii		UniRef90_D4IJQ0	Alistipes_shahii
A0A5B3GKG7	A0A5B3GKG7_9BACT	Shikimate dehydrogenase	Alistipes shahii		UniRef90_D4IJQ0	Alistipes_shahii
D4IJQ0	D4IJQ0_9BACT	Shikimate dehydrogenase (EC 1.1.1.25)	Alistipes shahii WAL 8301	1.1.1.25	UniRef90_D4IJQ0	Alistipes_shahii
A0A5B3G4E0	A0A5B3G4E0_9BACT	Shikimate kinase (SK) (EC 2.7.1.71)	Alistipes shahii	2.7.1.71	UniRef90_D4IJ44	Alistipes_shahii
D4IJ44	D4IJ44_9BACT	Shikimate kinase (SK) (EC 2.7.1.71)	Alistipes shahii WAL 8301	2.7.1.71	UniRef90_D4IJ44	Alistipes_shahii
A0A5B3G6F3	A0A5B3G6F3_9BACT	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Alistipes shahii	2.5.1.19	UniRef90_D4ILI4	Alistipes_shahii
D4ILI4	D4ILI4_9BACT	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Alistipes shahii WAL 8301	2.5.1.19	UniRef90_D4ILI4	Alistipes_shahii
A0A5B3GUJ0	A0A5B3GUJ0_9BACT	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Alistipes shahii	4.2.3.5	UniRef90_D4ILI3	Alistipes_shahii
A0A5B3G7J3	A0A5B3G7J3_9BACT	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Alistipes shahii	4.2.3.5	UniRef90_D4ILI3	Alistipes_shahii
D4ILI3	D4ILI3_9BACT	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Alistipes shahii WAL 8301	4.2.3.5	UniRef90_D4ILI3	Alistipes_shahii
K0XF22	K0XF22_9BACT	3-dehydroquinate synthase (EC 4.2.3.4)	Barnesiella intestinihominis YIT 11860	4.2.3.4	UniRef90_A0A941X8S7	Barnesiella_intestinihominis
K0WRW2	K0WRW2_9BACT	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Barnesiella intestinihominis YIT 11860	4.2.1.10	UniRef90_K0WRW2	Barnesiella_intestinihominis
K0X3I3	K0X3I3_9BACT	Shikimate kinase (SK) (EC 2.7.1.71)	Barnesiella intestinihominis YIT 11860	2.7.1.71	UniRef90_K0X3I3	Barnesiella_intestinihominis
K0X2W5	K0X2W5_9BACT	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Barnesiella intestinihominis YIT 11860	2.5.1.19	UniRef90_K0X2W5	Barnesiella_intestinihominis
K0X4S7	K0X4S7_9BACT	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Barnesiella intestinihominis YIT 11860	4.2.3.5	UniRef90_K0X4S7	Barnesiella_intestinihominis
A0A415Y0U8	A0A415Y0U8_9FIRM	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Lachnospiraceae bacterium AM10-38	2.5.1.54	UniRef90_D4MVS1	Lachnospiraceae_bacterium
A0A417V1T8	A0A417V1T8_9FIRM	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Lachnospiraceae bacterium OM02-26	2.5.1.54	UniRef90_D4MVS1	Lachnospiraceae_bacterium
A0A415W5L0	A0A415W5L0_9FIRM	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Lachnospiraceae bacterium AM21-21	2.5.1.54	UniRef90_D4MVS1	Lachnospiraceae_bacterium
A0A417JMD7	A0A417JMD7_9FIRM	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Lachnospiraceae bacterium AM26-1LB	2.5.1.54	UniRef90_D4MVS1	Lachnospiraceae_bacterium
E5VM18	E5VM18_9FIRM	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Lachnospiraceae bacterium 5_1_63FAA	2.5.1.54	UniRef90_D4MVS1	Lachnospiraceae_bacterium
A0A417K2P8	A0A417K2P8_9FIRM	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54)	Lachnospiraceae bacterium AM26-1LB	2.5.1.54	UniRef90_D4MU48	Lachnospiraceae_bacterium
A0A415YHT2	A0A415YHT2_9FIRM	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54)	Lachnospiraceae bacterium AM10-38	2.5.1.54	UniRef90_D4MU48	Lachnospiraceae_bacterium
A0A415WE06	A0A415WE06_9FIRM	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54)	Lachnospiraceae bacterium AM21-21	2.5.1.54	UniRef90_D4MU48	Lachnospiraceae_bacterium
A0A417V942	A0A417V942_9FIRM	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54)	Lachnospiraceae bacterium OM02-26	2.5.1.54	UniRef90_D4MU48	Lachnospiraceae_bacterium
E5VNI8	E5VNI8_9FIRM	Phospho-2-dehydro-3-deoxyheptonate aldolase	Lachnospiraceae bacterium 5_1_63FAA		UniRef90_D4MU48	Lachnospiraceae_bacterium
A0A417JT49	A0A417JT49_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium AM26-1LB	4.2.3.4	UniRef90_D4MYU1	Lachnospiraceae_bacterium
A0A415WA08	A0A415WA08_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium AM21-21	4.2.3.4	UniRef90_D4MYU1	Lachnospiraceae_bacterium
E5VL90	E5VL90_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium 5_1_63FAA	4.2.3.4	UniRef90_D4MYU1	Lachnospiraceae_bacterium
A0A415YCX2	A0A415YCX2_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium AM10-38	4.2.3.4	UniRef90_D4MYU1	Lachnospiraceae_bacterium
A0A417V2J5	A0A417V2J5_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium OM02-26	4.2.3.4	UniRef90_D4MYU1	Lachnospiraceae_bacterium
A0A415VWV0	A0A415VWV0_9FIRM	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Lachnospiraceae bacterium AM21-21	4.2.1.10	UniRef90_A0A374AJF5	Lachnospiraceae_bacterium
A0A415Y4Z4	A0A415Y4Z4_9FIRM	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Lachnospiraceae bacterium AM10-38	4.2.1.10	UniRef90_D4MZX0	Lachnospiraceae_bacterium
A0A415VWS5	A0A415VWS5_9FIRM	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Lachnospiraceae bacterium AM21-21	4.2.1.10	UniRef90_D4MZX0	Lachnospiraceae_bacterium
A0A417JX29	A0A417JX29_9FIRM	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Lachnospiraceae bacterium AM26-1LB	4.2.1.10	UniRef90_D4MZX0	Lachnospiraceae_bacterium
A0A417URT1	A0A417URT1_9FIRM	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Lachnospiraceae bacterium OM02-26	4.2.1.10	UniRef90_D4MZX0	Lachnospiraceae_bacterium
E5VI44	E5VI44_9FIRM	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Lachnospiraceae bacterium 5_1_63FAA	4.2.1.10	UniRef90_D4MZX0	Lachnospiraceae_bacterium
A0A415Y4Z9	A0A415Y4Z9_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium AM10-38	1.1.1.25	UniRef90_D4MZW8	Lachnospiraceae_bacterium
A0A417URX8	A0A417URX8_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium OM02-26	1.1.1.25	UniRef90_D4MZW8	Lachnospiraceae_bacterium
A0A417JX33	A0A417JX33_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium AM26-1LB	1.1.1.25	UniRef90_D4MZW8	Lachnospiraceae_bacterium
E5VI46	E5VI46_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium 5_1_63FAA	1.1.1.25	UniRef90_D4MZW8	Lachnospiraceae_bacterium
A0A415W3Q3	A0A415W3Q3_9FIRM	Quinate/shikimate dehydrogenase (EC 1.1.1.282)	Lachnospiraceae bacterium AM21-21	1.1.1.282	UniRef90_D4MZW8	Lachnospiraceae_bacterium
A0A417V7V3	A0A417V7V3_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium OM02-26	1.1.1.25	UniRef90_A0A174M1U5	Lachnospiraceae_bacterium
A0A417JZJ9	A0A417JZJ9_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium AM26-1LB	1.1.1.25	UniRef90_A0A174M1U5	Lachnospiraceae_bacterium
A0A415W7E8	A0A415W7E8_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium AM21-21	1.1.1.25	UniRef90_A0A174M1U5	Lachnospiraceae_bacterium
A0A415YEY2	A0A415YEY2_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium AM10-38	1.1.1.25	UniRef90_A0A174M1U5	Lachnospiraceae_bacterium
E5VKV7	E5VKV7_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium 5_1_63FAA	1.1.1.25	UniRef90_A0A174M1U5	Lachnospiraceae_bacterium
A0A415Y500	A0A415Y500_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Lachnospiraceae bacterium AM10-38	2.7.1.71	UniRef90_A0A1C6AA08	Lachnospiraceae_bacterium
A0A417JX32	A0A417JX32_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Lachnospiraceae bacterium AM26-1LB	2.7.1.71	UniRef90_A0A1C6AA08	Lachnospiraceae_bacterium
A0A415W3S2	A0A415W3S2_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Lachnospiraceae bacterium AM21-21	2.7.1.71	UniRef90_A0A1C6AA08	Lachnospiraceae_bacterium
A0A417US54	A0A417US54_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Lachnospiraceae bacterium OM02-26	2.7.1.71	UniRef90_A0A1C6AA08	Lachnospiraceae_bacterium
E5VI37	E5VI37_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Lachnospiraceae bacterium 5_1_63FAA	2.7.1.71	UniRef90_A0A1C6AA08	Lachnospiraceae_bacterium
A0A415YJY4	A0A415YJY4_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Lachnospiraceae bacterium AM10-38	2.7.1.71	UniRef90_D4MXF6	Lachnospiraceae_bacterium
A0A417K4A9	A0A417K4A9_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Lachnospiraceae bacterium AM26-1LB	2.7.1.71	UniRef90_D4MXF6	Lachnospiraceae_bacterium
A0A417V2L2	A0A417V2L2_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Lachnospiraceae bacterium OM02-26	2.7.1.71	UniRef90_D4MXF6	Lachnospiraceae_bacterium
A0A415W4J1	A0A415W4J1_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Lachnospiraceae bacterium AM21-21	2.7.1.71	UniRef90_D4MXF6	Lachnospiraceae_bacterium
E5VLK1	E5VLK1_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Lachnospiraceae bacterium 5_1_63FAA	2.7.1.71	UniRef90_D4MXF6	Lachnospiraceae_bacterium
A0A415YIF5	A0A415YIF5_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium AM10-38	2.5.1.19	UniRef90_A0A173T8J4	Lachnospiraceae_bacterium
A0A415W018	A0A415W018_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium AM21-21	2.5.1.19	UniRef90_A0A173T8J4	Lachnospiraceae_bacterium
A0A417JM14	A0A417JM14_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium AM26-1LB	2.5.1.19	UniRef90_A0A173T8J4	Lachnospiraceae_bacterium
A0A417V5F0	A0A417V5F0_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium OM02-26	2.5.1.19	UniRef90_A0A173T8J4	Lachnospiraceae_bacterium
E5VM89	E5VM89_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium 5_1_63FAA	2.5.1.19	UniRef90_A0A173T8J4	Lachnospiraceae_bacterium
A0A415VY76	A0A415VY76_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium AM21-21	4.2.3.5	UniRef90_A0A174BQA1	Lachnospiraceae_bacterium
A0A415YKE8	A0A415YKE8_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium AM10-38	4.2.3.5	UniRef90_A0A174BQA1	Lachnospiraceae_bacterium
A0A417UZW0	A0A417UZW0_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium OM02-26	4.2.3.5	UniRef90_A0A174BQA1	Lachnospiraceae_bacterium
A0A417JPL4	A0A417JPL4_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium AM26-1LB	4.2.3.5	UniRef90_A0A174BQA1	Lachnospiraceae_bacterium
E5VMQ6	E5VMQ6_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium 5_1_63FAA	4.2.3.5	UniRef90_A0A174BQA1	Lachnospiraceae_bacterium
F3AW09	F3AW09_9FIRM	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Lachnospiraceae bacterium 3_1_46FAA	2.5.1.54	UniRef90_A0A828T5B9	Lachnospiraceae_bacterium
A0A828T5B9	A0A828T5B9_9FIRM	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Lachnospiraceae bacterium 1_1_57FAA	2.5.1.54	UniRef90_A0A828T5B9	Lachnospiraceae_bacterium
A0A828T1R0	A0A828T1R0_9FIRM	Phospho-2-dehydro-3-deoxyheptonate aldolase	Lachnospiraceae bacterium 1_1_57FAA		UniRef90_A0A5M9I1U6	Lachnospiraceae_bacterium
F3AYP5	F3AYP5_9FIRM	Phospho-2-dehydro-3-deoxyheptonate aldolase	Lachnospiraceae bacterium 3_1_46FAA		UniRef90_A0A5M9I1U6	Lachnospiraceae_bacterium
F3AYP6	F3AYP6_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium 3_1_46FAA	4.2.3.4	UniRef90_A0A828T1D7	Lachnospiraceae_bacterium
A0A828T1D7	A0A828T1D7_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium 1_1_57FAA	4.2.3.4	UniRef90_A0A828T1D7	Lachnospiraceae_bacterium
F3AVR7	F3AVR7_9FIRM	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Lachnospiraceae bacterium 3_1_46FAA	4.2.1.10	UniRef90_A0A828T4H4	Lachnospiraceae_bacterium
A0A828T4H4	A0A828T4H4_9FIRM	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Lachnospiraceae bacterium 1_1_57FAA	4.2.1.10	UniRef90_A0A828T4H4	Lachnospiraceae_bacterium
A0A828T1W6	A0A828T1W6_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium 1_1_57FAA	1.1.1.25	UniRef90_A0A828T1W6	Lachnospiraceae_bacterium
F3AX00	F3AX00_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium 3_1_46FAA	1.1.1.25	UniRef90_A0A828T1W6	Lachnospiraceae_bacterium
A0A828T3G2	A0A828T3G2_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Lachnospiraceae bacterium 1_1_57FAA	2.7.1.71	UniRef90_A0A828T3G2	Lachnospiraceae_bacterium
F3AYE8	F3AYE8_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Lachnospiraceae bacterium 3_1_46FAA	2.7.1.71	UniRef90_A0A828T3G2	Lachnospiraceae_bacterium
A0A828T684	A0A828T684_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Lachnospiraceae bacterium 1_1_57FAA	2.7.1.71	UniRef90_A0A828T684	Lachnospiraceae_bacterium
F3AXC0	F3AXC0_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Lachnospiraceae bacterium 3_1_46FAA	2.7.1.71	UniRef90_A0A828T684	Lachnospiraceae_bacterium
A0A828SSD9	A0A828SSD9_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium 1_1_57FAA	2.5.1.19	UniRef90_A0A828SSD9	Lachnospiraceae_bacterium
F3AYR8	F3AYR8_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium 3_1_46FAA	2.5.1.19	UniRef90_A0A828SSD9	Lachnospiraceae_bacterium
A0A828T1Q3	A0A828T1Q3_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium 1_1_57FAA	4.2.3.5	UniRef90_A0A828T1Q3	Lachnospiraceae_bacterium
F3AVX3	F3AVX3_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lachnospiraceae bacterium 3_1_46FAA	4.2.3.5	UniRef90_A0A828T1Q3	Lachnospiraceae_bacterium
A0A3C0P0P9	A0A3C0P0P9_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A174KUQ7	Lachnospiraceae_bacterium
A0A3D2KHP1	A0A3D2KHP1_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_A0A0M6WVG2	Lachnospiraceae_bacterium
A0A3A6FWB3	A0A3A6FWB3_9FIRM	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Lachnospiraceae bacterium TM07-2AC	2.5.1.54	UniRef90_A0A829NQZ3	Lachnospiraceae_bacterium
